name	file	offset	length	dtype	shape
model.layers.17.self_attn.o_proj.bias	model-00000-of-00002.safetensors	488363624	5760	BF16	2880
model.layers.17.self_attn.o_proj.weight	model-00000-of-00002.safetensors	488369384	23592960	BF16	2880x4096
model.layers.17.self_attn.q_proj.bias	model-00000-of-00002.safetensors	511962344	8192	BF16	4096
model.layers.17.self_attn.q_proj.weight	model-00000-of-00002.safetensors	511970536	23592960	BF16	4096x2880
model.layers.17.self_attn.sinks	model-00000-of-00002.safetensors	535563496	128	BF16	64
model.layers.17.self_attn.v_proj.bias	model-00000-of-00002.safetensors	535563624	1024	BF16	512
model.layers.17.self_attn.v_proj.weight	model-00000-of-00002.safetensors	535564648	2949120	BF16	512x2880
model.layers.18.input_layernorm.weight	model-00000-of-00002.safetensors	538513768	5760	BF16	2880
model.layers.18.mlp.experts.down_proj_bias	model-00001-of-00002.safetensors	22312	184320	BF16	32x2880
model.layers.18.mlp.experts.down_proj_blocks	model-00001-of-00002.safetensors	568558184	132710400	U8	32x2880x90x16
model.layers.18.mlp.experts.down_proj_scales	model-00001-of-00002.safetensors	701268584	8294400	U8	32x2880x90
model.layers.18.mlp.experts.gate_up_proj_bias	model-00001-of-00002.safetensors	206632	368640	BF16	32x5760
model.layers.18.mlp.experts.gate_up_proj_blocks	model-00001-of-00002.safetensors	709562984	265420800	U8	32x5760x90x16
model.layers.18.mlp.experts.gate_up_proj_scales	model-00001-of-00002.safetensors	974983784	16588800	U8	32x5760x90
model.layers.18.mlp.router.bias	model-00001-of-00002.safetensors	575272	64	BF16	32
model.layers.18.mlp.router.weight	model-00001-of-00002.safetensors	575336	184320	BF16	32x2880
model.layers.18.post_attention_layernorm.weight	model-00001-of-00002.safetensors	759656	5760	BF16	2880
model.layers.18.self_attn.k_proj.bias	model-00000-of-00002.safetensors	538519528	1024	BF16	512
model.layers.18.self_attn.k_proj.weight	model-00001-of-00002.safetensors	765416	2949120	BF16	512x2880
model.layers.18.self_attn.o_proj.bias	model-00000-of-00002.safetensors	538520552	5760	BF16	2880
model.layers.18.self_attn.o_proj.weight	model-00000-of-00002.safetensors	538526312	23592960	BF16	2880x4096
model.layers.18.self_attn.q_proj.bias	model-00000-of-00002.safetensors	562119272	8192	BF16	4096
model.layers.18.self_attn.q_proj.weight	model-00001-of-00002.safetensors	3714536	23592960	BF16	4096x2880
model.layers.18.self_attn.sinks	model-00001-of-00002.safetensors	27307496	128	BF16	64
model.layers.18.self_attn.v_proj.bias	model-00000-of-00002.safetensors	562127464	1024	BF16	512
model.layers.18.self_attn.v_proj.weight	model-00001-of-00002.safetensors	27307624	2949120	BF16	512x2880
model.layers.19.input_layernorm.weight	model-00001-of-00002.safetensors	30256744	5760	BF16	2880
model.layers.19.mlp.experts.down_proj_bias	model-00001-of-00002.safetensors	30262504	184320	BF16	32x2880
model.layers.19.mlp.experts.down_proj_blocks	model-00001-of-00002.safetensors	991572584	132710400	U8	32x2880x90x16
model.layers.19.mlp.experts.down_proj_scales	model-00001-of-00002.safetensors	1124282984	8294400	U8	32x2880x90
model.layers.19.mlp.experts.gate_up_proj_bias	model-00001-of-00002.safetensors	30446824	368640	BF16	32x5760
model.layers.19.mlp.experts.gate_up_proj_blocks	model-00001-of-00002.safetensors	1132577384	265420800	U8	32x5760x90x16
model.layers.19.mlp.experts.gate_up_proj_scales	model-00001-of-00002.safetensors	1397998184	16588800	U8	32x5760x90
model.layers.19.mlp.router.bias	model-00001-of-00002.safetensors	30815464	64	BF16	32
model.layers.19.mlp.router.weight	model-00001-of-00002.safetensors	30815528	184320	BF16	32x2880
model.layers.19.post_attention_layernorm.weight	model-00001-of-00002.safetensors	30999848	5760	BF16	2880
model.layers.19.self_attn.k_proj.bias	model-00001-of-00002.safetensors	31005608	1024	BF16	512
model.layers.19.self_attn.k_proj.weight	model-00001-of-00002.safetensors	31006632	2949120	BF16	512x2880
model.layers.19.self_attn.o_proj.bias	model-00001-of-00002.safetensors	33955752	5760	BF16	2880
model.layers.19.self_attn.o_proj.weight	model-00001-of-00002.safetensors	33961512	23592960	BF16	2880x4096
model.layers.19.self_attn.q_proj.bias	model-00001-of-00002.safetensors	57554472	8192	BF16	4096
model.layers.19.self_attn.q_proj.weight	model-00001-of-00002.safetensors	57562664	23592960	BF16	4096x2880
model.layers.19.self_attn.sinks	model-00001-of-00002.safetensors	81155624	128	BF16	64
model.layers.19.self_attn.v_proj.bias	model-00001-of-00002.safetensors	81155752	1024	BF16	512
model.layers.19.self_attn.v_proj.weight	model-00001-of-00002.safetensors	81156776	2949120	BF16	512x2880
model.layers.2.input_layernorm.weight	model-00001-of-00002.safetensors	84105896	5760	BF16	2880
model.layers.2.mlp.experts.down_proj_bias	model-00001-of-00002.safetensors	84111656	184320	BF16	32x2880
model.layers.2.mlp.experts.down_proj_blocks	model-00001-of-00002.safetensors	1414586984	132710400	U8	32x2880x90x16
model.layers.2.mlp.experts.down_proj_scales	model-00001-of-00002.safetensors	1547297384	8294400	U8	32x2880x90
model.layers.2.mlp.experts.gate_up_proj_bias	model-00001-of-00002.safetensors	84295976	368640	BF16	32x5760
model.layers.2.mlp.experts.gate_up_proj_blocks	model-00001-of-00002.safetensors	1555591784	265420800	U8	32x5760x90x16
model.layers.2.mlp.experts.gate_up_proj_scales	model-00001-of-00002.safetensors	1821012584	16588800	U8	32x5760x90
model.layers.2.mlp.router.bias	model-00001-of-00002.safetensors	84664616	64	BF16	32
model.layers.2.mlp.router.weight	model-00001-of-00002.safetensors	84664680	184320	BF16	32x2880
model.layers.2.post_attention_layernorm.weight	model-00001-of-00002.safetensors	84849000	5760	BF16	2880
model.layers.2.self_attn.k_proj.bias	model-00001-of-00002.safetensors	84854760	1024	BF16	512
model.layers.2.self_attn.k_proj.weight	model-00001-of-00002.safetensors	84855784	2949120	BF16	512x2880
model.layers.2.self_attn.o_proj.bias	model-00001-of-00002.safetensors	87804904	5760	BF16	2880
model.layers.2.self_attn.o_proj.weight	model-00001-of-00002.safetensors	87810664	23592960	BF16	2880x4096
model.layers.2.self_attn.q_proj.bias	model-00001-of-00002.safetensors	111403624	8192	BF16	4096
model.layers.2.self_attn.q_proj.weight	model-00001-of-00002.safetensors	111411816	23592960	BF16	4096x2880
model.layers.2.self_attn.sinks	model-00001-of-00002.safetensors	135004776	128	BF16	64
model.layers.2.self_attn.v_proj.bias	model-00001-of-00002.safetensors	135004904	1024	BF16	512
model.layers.2.self_attn.v_proj.weight	model-00001-of-00002.safetensors	135005928	2949120	BF16	512x2880
model.layers.20.input_layernorm.weight	model-00001-of-00002.safetensors	137955048	5760	BF16	2880
model.layers.20.mlp.experts.down_proj_bias	model-00001-of-00002.safetensors	137960808	184320	BF16	32x2880
model.layers.20.mlp.experts.down_proj_blocks	model-00001-of-00002.safetensors	1837601384	132710400	U8	32x2880x90x16
model.layers.20.mlp.experts.down_proj_scales	model-00001-of-00002.safetensors	1970311784	8294400	U8	32x2880x90
model.layers.20.mlp.experts.gate_up_proj_bias	model-00001-of-00002.safetensors	138145128	368640	BF16	32x5760
model.layers.20.mlp.experts.gate_up_proj_blocks	model-00001-of-00002.safetensors	1978606184	265420800	U8	32x5760x90x16
model.layers.20.mlp.experts.gate_up_proj_scales	model-00001-of-00002.safetensors	2244026984	16588800	U8	32x5760x90
model.layers.20.mlp.router.bias	model-00001-of-00002.safetensors	138513768	64	BF16	32
model.layers.20.mlp.router.weight	model-00001-of-00002.safetensors	138513832	184320	BF16	32x2880
model.layers.20.post_attention_layernorm.weight	model-00001-of-00002.safetensors	138698152	5760	BF16	2880
model.layers.20.self_attn.k_proj.bias	model-00001-of-00002.safetensors	138703912	1024	BF16	512
model.layers.20.self_attn.k_proj.weight	model-00001-of-00002.safetensors	138704936	2949120	BF16	512x2880
model.layers.20.self_attn.o_proj.bias	model-00001-of-00002.safetensors	141654056	5760	BF16	2880
model.layers.20.self_attn.o_proj.weight	model-00001-of-00002.safetensors	141659816	23592960	BF16	2880x4096
model.layers.20.self_attn.q_proj.bias	model-00001-of-00002.safetensors	165252776	8192	BF16	4096
model.layers.20.self_attn.q_proj.weight	model-00001-of-00002.safetensors	165260968	23592960	BF16	4096x2880
model.layers.20.self_attn.sinks	model-00001-of-00002.safetensors	188853928	128	BF16	64
model.layers.20.self_attn.v_proj.bias	model-00001-of-00002.safetensors	188854056	1024	BF16	512
model.layers.20.self_attn.v_proj.weight	model-00001-of-00002.safetensors	188855080	2949120	BF16	512x2880
model.layers.21.input_layernorm.weight	model-00001-of-00002.safetensors	191804200	5760	BF16	2880
model.layers.21.mlp.experts.down_proj_bias	model-00001-of-00002.safetensors	191809960	184320	BF16	32x2880
model.layers.21.mlp.experts.down_proj_blocks	model-00001-of-00002.safetensors	2260615784	132710400	U8	32x2880x90x16
model.layers.21.mlp.experts.down_proj_scales	model-00001-of-00002.safetensors	2393326184	8294400	U8	32x2880x90
model.layers.21.mlp.experts.gate_up_proj_bias	model-00001-of-00002.safetensors	191994280	368640	BF16	32x5760
model.layers.21.mlp.experts.gate_up_proj_blocks	model-00001-of-00002.safetensors	2401620584	265420800	U8	32x5760x90x16
model.layers.21.mlp.experts.gate_up_proj_scales	model-00001-of-00002.safetensors	2667041384	16588800	U8	32x5760x90
model.layers.21.mlp.router.bias	model-00001-of-00002.safetensors	192362920	64	BF16	32
model.layers.21.mlp.router.weight	model-00001-of-00002.safetensors	192362984	184320	BF16	32x2880
model.layers.21.post_attention_layernorm.weight	model-00001-of-00002.safetensors	192547304	5760	BF16	2880
model.layers.21.self_attn.k_proj.bias	model-00001-of-00002.safetensors	192553064	1024	BF16	512
model.layers.21.self_attn.k_proj.weight	model-00001-of-00002.safetensors	192554088	2949120	BF16	512x2880
model.layers.21.self_attn.o_proj.bias	model-00001-of-00002.safetensors	195503208	5760	BF16	2880
model.layers.21.self_attn.o_proj.weight	model-00001-of-00002.safetensors	195508968	23592960	BF16	2880x4096
model.layers.21.self_attn.q_proj.bias	model-00001-of-00002.safetensors	219101928	8192	BF16	4096
model.layers.21.self_attn.q_proj.weight	model-00001-of-00002.safetensors	219110120	23592960	BF16	4096x2880
model.layers.21.self_attn.sinks	model-00001-of-00002.safetensors	242703080	128	BF16	64
model.layers.21.self_attn.v_proj.bias	model-00001-of-00002.safetensors	242703208	1024	BF16	512
model.layers.21.self_attn.v_proj.weight	model-00001-of-00002.safetensors	242704232	2949120	BF16	512x2880
model.layers.22.input_layernorm.weight	model-00001-of-00002.safetensors	245653352	5760	BF16	2880
model.layers.22.mlp.experts.down_proj_bias	model-00001-of-00002.safetensors	245659112	184320	BF16	32x2880
model.layers.22.mlp.experts.down_proj_blocks	model-00001-of-00002.safetensors	2683630184	132710400	U8	32x2880x90x16
model.layers.22.mlp.experts.down_proj_scales	model-00001-of-00002.safetensors	2816340584	8294400	U8	32x2880x90
model.layers.22.mlp.experts.gate_up_proj_bias	model-00001-of-00002.safetensors	245843432	368640	BF16	32x5760
model.layers.22.mlp.experts.gate_up_proj_blocks	model-00001-of-00002.safetensors	2824634984	265420800	U8	32x5760x90x16
model.layers.22.mlp.experts.gate_up_proj_scales	model-00001-of-00002.safetensors	3090055784	16588800	U8	32x5760x90
model.layers.22.mlp.router.bias	model-00001-of-00002.safetensors	246212072	64	BF16	32
model.layers.22.mlp.router.weight	model-00001-of-00002.safetensors	246212136	184320	BF16	32x2880
model.layers.22.post_attention_layernorm.weight	model-00001-of-00002.safetensors	246396456	5760	BF16	2880
model.layers.22.self_attn.k_proj.bias	model-00001-of-00002.safetensors	246402216	1024	BF16	512
model.layers.22.self_attn.k_proj.weight	model-00001-of-00002.safetensors	246403240	2949120	BF16	512x2880
model.layers.22.self_attn.o_proj.bias	model-00001-of-00002.safetensors	249352360	5760	BF16	2880
model.layers.22.self_attn.o_proj.weight	model-00001-of-00002.safetensors	249358120	23592960	BF16	2880x4096
model.layers.22.self_attn.q_proj.bias	model-00001-of-00002.safetensors	272951080	8192	BF16	4096
model.layers.22.self_attn.q_proj.weight	model-00001-of-00002.safetensors	272959272	23592960	BF16	4096x2880
model.layers.22.self_attn.sinks	model-00001-of-00002.safetensors	296552232	128	BF16	64
model.layers.22.self_attn.v_proj.bias	model-00001-of-00002.safetensors	296552360	1024	BF16	512
model.layers.22.self_attn.v_proj.weight	model-00001-of-00002.safetensors	296553384	2949120	BF16	512x2880
model.layers.23.input_layernorm.weight	model-00001-of-00002.safetensors	299502504	5760	BF16	2880
model.layers.23.mlp.experts.down_proj_bias	model-00001-of-00002.safetensors	299508264	184320	BF16	32x2880
model.layers.23.mlp.experts.down_proj_blocks	model-00001-of-00002.safetensors	3106644584	132710400	U8	32x2880x90x16
model.layers.23.mlp.experts.down_proj_scales	model-00001-of-00002.safetensors	3239354984	8294400	U8	32x2880x90
model.layers.23.mlp.experts.gate_up_proj_bias	model-00001-of-00002.safetensors	299692584	368640	BF16	32x5760
model.layers.23.mlp.experts.gate_up_proj_blocks	model-00001-of-00002.safetensors	3247649384	265420800	U8	32x5760x90x16
model.layers.23.mlp.experts.gate_up_proj_scales	model-00001-of-00002.safetensors	3513070184	16588800	U8	32x5760x90
model.layers.23.mlp.router.bias	model-00001-of-00002.safetensors	300061224	64	BF16	32
model.layers.23.mlp.router.weight	model-00001-of-00002.safetensors	300061288	184320	BF16	32x2880
model.layers.23.post_attention_layernorm.weight	model-00001-of-00002.safetensors	300245608	5760	BF16	2880
model.layers.23.self_attn.k_proj.bias	model-00001-of-00002.safetensors	300251368	1024	BF16	512
model.layers.23.self_attn.k_proj.weight	model-00001-of-00002.safetensors	300252392	2949120	BF16	512x2880
model.layers.23.self_attn.o_proj.bias	model-00001-of-00002.safetensors	303201512	5760	BF16	2880
model.layers.23.self_attn.o_proj.weight	model-00001-of-00002.safetensors	303207272	23592960	BF16	2880x4096
model.layers.23.self_attn.q_proj.bias	model-00001-of-00002.safetensors	326800232	8192	BF16	4096
model.layers.23.self_attn.q_proj.weight	model-00001-of-00002.safetensors	326808424	23592960	BF16	4096x2880
model.layers.23.self_attn.sinks	model-00001-of-00002.safetensors	350401384	128	BF16	64
model.layers.23.self_attn.v_proj.bias	model-00001-of-00002.safetensors	350401512	1024	BF16	512
model.layers.23.self_attn.v_proj.weight	model-00001-of-00002.safetensors	350402536	2949120	BF16	512x2880
model.layers.3.input_layernorm.weight	model-00001-of-00002.safetensors	353351656	5760	BF16	2880
model.layers.3.mlp.experts.down_proj_bias	model-00001-of-00002.safetensors	353357416	184320	BF16	32x2880
model.layers.3.mlp.experts.down_proj_blocks	model-00001-of-00002.safetensors	3529658984	132710400	U8	32x2880x90x16
model.layers.3.mlp.experts.down_proj_scales	model-00001-of-00002.safetensors	3662369384	8294400	U8	32x2880x90
model.layers.3.mlp.experts.gate_up_proj_bias	model-00001-of-00002.safetensors	353541736	368640	BF16	32x5760
model.layers.3.mlp.experts.gate_up_proj_blocks	model-00001-of-00002.safetensors	3670663784	265420800	U8	32x5760x90x16
model.layers.3.mlp.experts.gate_up_proj_scales	model-00001-of-00002.safetensors	3936084584	16588800	U8	32x5760x90
model.layers.3.mlp.router.bias	model-00001-of-00002.safetensors	353910376	64	BF16	32
model.layers.3.mlp.router.weight	model-00001-of-00002.safetensors	353910440	184320	BF16	32x2880
model.layers.3.post_attention_layernorm.weight	model-00001-of-00002.safetensors	354094760	5760	BF16	2880
model.layers.3.self_attn.k_proj.bias	model-00001-of-00002.safetensors	354100520	1024	BF16	512
model.layers.3.self_attn.k_proj.weight	model-00001-of-00002.safetensors	354101544	2949120	BF16	512x2880
model.layers.3.self_attn.o_proj.bias	model-00001-of-00002.safetensors	357050664	5760	BF16	2880
model.layers.3.self_attn.o_proj.weight	model-00001-of-00002.safetensors	357056424	23592960	BF16	2880x4096
model.layers.3.self_attn.q_proj.bias	model-00001-of-00002.safetensors	380649384	8192	BF16	4096
model.layers.3.self_attn.q_proj.weight	model-00001-of-00002.safetensors	380657576	23592960	BF16	4096x2880
model.layers.3.self_attn.sinks	model-00001-of-00002.safetensors	404250536	128	BF16	64
model.layers.3.self_attn.v_proj.bias	model-00001-of-00002.safetensors	404250664	1024	BF16	512
model.layers.3.self_attn.v_proj.weight	model-00001-of-00002.safetensors	404251688	2949120	BF16	512x2880
model.layers.4.input_layernorm.weight	model-00001-of-00002.safetensors	407200808	5760	BF16	2880
model.layers.4.mlp.experts.down_proj_bias	model-00001-of-00002.safetensors	407206568	184320	BF16	32x2880
model.layers.4.mlp.experts.down_proj_blocks	model-00001-of-00002.safetensors	3952673384	132710400	U8	32x2880x90x16
model.layers.4.mlp.experts.down_proj_scales	model-00001-of-00002.safetensors	4085383784	8294400	U8	32x2880x90
model.layers.4.mlp.experts.gate_up_proj_bias	model-00001-of-00002.safetensors	407390888	368640	BF16	32x5760
model.layers.4.mlp.experts.gate_up_proj_blocks	model-00001-of-00002.safetensors	4093678184	265420800	U8	32x5760x90x16
model.layers.4.mlp.experts.gate_up_proj_scales	model-00001-of-00002.safetensors	4359098984	16588800	U8	32x5760x90
model.layers.4.mlp.router.bias	model-00001-of-00002.safetensors	407759528	64	BF16	32
model.layers.4.mlp.router.weight	model-00001-of-00002.safetensors	407759592	184320	BF16	32x2880
model.layers.4.post_attention_layernorm.weight	model-00001-of-00002.safetensors	407943912	5760	BF16	2880
model.layers.4.self_attn.k_proj.bias	model-00001-of-00002.safetensors	407949672	1024	BF16	512
model.layers.4.self_attn.k_proj.weight	model-00001-of-00002.safetensors	407950696	2949120	BF16	512x2880
model.layers.4.self_attn.o_proj.bias	model-00001-of-00002.safetensors	410899816	5760	BF16	2880
model.layers.4.self_attn.o_proj.weight	model-00001-of-00002.safetensors	410905576	23592960	BF16	2880x4096
model.layers.4.self_attn.q_proj.bias	model-00001-of-00002.safetensors	434498536	8192	BF16	4096
model.layers.4.self_attn.q_proj.weight	model-00001-of-00002.safetensors	434506728	23592960	BF16	4096x2880
model.layers.4.self_attn.sinks	model-00001-of-00002.safetensors	458099688	128	BF16	64
model.layers.4.self_attn.v_proj.bias	model-00001-of-00002.safetensors	458099816	1024	BF16	512
model.layers.4.self_attn.v_proj.weight	model-00001-of-00002.safetensors	458100840	2949120	BF16	512x2880
model.layers.5.input_layernorm.weight	model-00001-of-00002.safetensors	461049960	5760	BF16	2880
model.layers.5.mlp.experts.down_proj_bias	model-00001-of-00002.safetensors	461055720	184320	BF16	32x2880
model.layers.5.mlp.experts.down_proj_blocks	model-00001-of-00002.safetensors	4375687784	132710400	U8	32x2880x90x16
model.layers.5.mlp.experts.down_proj_scales	model-00001-of-00002.safetensors	4508398184	8294400	U8	32x2880x90
model.layers.5.mlp.experts.gate_up_proj_bias	model-00001-of-00002.safetensors	461240040	368640	BF16	32x5760
model.layers.5.mlp.experts.gate_up_proj_blocks	model-00001-of-00002.safetensors	4516692584	265420800	U8	32x5760x90x16
model.layers.5.mlp.experts.gate_up_proj_scales	model-00001-of-00002.safetensors	4782113384	16588800	U8	32x5760x90
model.layers.5.mlp.router.bias	model-00001-of-00002.safetensors	461608680	64	BF16	32
model.layers.5.mlp.router.weight	model-00001-of-00002.safetensors	461608744	184320	BF16	32x2880
model.layers.5.post_attention_layernorm.weight	model-00001-of-00002.safetensors	461793064	5760	BF16	2880
model.layers.5.self_attn.k_proj.bias	model-00001-of-00002.safetensors	461798824	1024	BF16	512
